temperature,rainfall,soil_moisture,soil_humidity,ndvi,historical_rainfall,historical_temperature,days_since_planting,soil_type,current_crop,label
16.36,12.95,0.167,0.049,0.271,42.81,14.61,92,loam,mil,0
24.96,47.04,0.393,0.390,0.513,90.47,26.67,59,argileux,mil,1
21.60,5.73,0.531,0.575,0.555,34.32,20.94,39,sableux,maïs,1
28.36,33.68,0.069,0.131,0.309,29.26,29.33,79,sableux,mil,0
26.36,1.24,0.502,0.394,0.536,52.31,26.93,38,argileux,mil,1
32.45,32.61,0.299,0.218,0.435,65.55,27.24,105,sableux,riz,1
13.70,31.44,0.432,0.528,0.511,56.05,13.89,74,loam,riz,1
18.65,12.30,0.199,0.233,0.361,0.78,15.95,116,sableux,maïs,1
17.20,13.23,0.180,0.110,0.291,39.33,15.57,106,sableux,sorgho,0
27.54,43.04,0.080,0.112,0.302,69.05,28.32,93,sableux,maïs,1
23.59,20.07,0.147,0.098,0.311,38.30,23.02,1,sableux,mil,0
21.25,42.97,0.463,0.467,0.575,48.75,21.21,2,sableux,sorgho,2
26.02,11.50,0.317,0.415,0.266,19.28,25.67,72,argileux,arachide,0
27.68,26.19,0.133,0.158,0.285,26.58,31.13,97,sableux,arachide,0
21.03,5.96,0.437,0.341,0.523,27.90,23.01,90,loam,coton,1
35.64,2.46,0.160,0.279,0.336,16.00,35.72,54,argileux,maïs,1
15.25,16.94,0.087,0.059,0.317,37.83,15.02,112,argileux,coton,3
24.97,5.69,0.473,0.478,0.520,13.59,25.80,28,sableux,arachide,0
27.03,15.80,0.189,0.143,0.319,35.87,29.76,101,loam,maïs,0
28.87,7.44,0.225,0.188,0.325,34.89,28.52,60,argileux,mil,0
32.63,9.57,0.173,0.091,0.271,16.07,34.63,68,sableux,coton,0
26.61,7.00,0.298,0.206,0.395,36.93,29.30,92,argileux,arachide,1
20.75,20.29,0.084,0.037,0.237,17.55,17.14,11,loam,riz,0
31.53,3.97,0.115,0.121,0.248,31.46,33.06,104,sableux,coton,1
21.04,26.08,0.341,0.399,0.405,34.09,18.36,54,loam,maïs,1
26.67,19.15,0.295,0.334,0.436,43.85,26.49,53,loam,sorgho,1
20.63,14.33,0.067,0.061,0.193,57.33,17.76,109,loam,riz,1
15.80,128.38,0.050,0.091,0.405,137.72,18.14,14,loam,sorgho,1
23.37,12.89,0.273,0.396,0.364,29.24,25.07,95,sableux,coton,1
24.48,7.48,0.055,0.018,0.187,60.51,22.95,83,sableux,sorgho,1
35.66,17.03,0.186,0.128,0.272,50.45,35.87,10,loam,coton,1
22.02,1.11,0.057,0.010,0.295,0.00,22.86,84,sableux,riz,3
32.47,41.62,0.134,0.044,0.385,71.20,31.15,96,sableux,mil,1
27.62,11.01,0.103,0.010,0.336,25.70,27.68,104,loam,maïs,0
22.20,30.39,0.216,0.138,0.394,63.20,18.31,113,sableux,arachide,1
38.69,68.07,0.468,0.548,0.623,80.80,37.64,51,loam,riz,1
26.62,3.31,0.278,0.256,0.384,7.83,27.95,78,argileux,riz,1
13.33,11.63,0.393,0.411,0.341,87.70,10.81,54,argileux,sorgho,1
23.99,8.59,0.101,0.113,0.257,14.70,23.03,13,loam,sorgho,2
24.87,23.78,0.402,0.388,0.426,62.71,23.64,45,argileux,arachide,1
25.94,42.15,0.251,0.242,0.315,72.05,22.44,20,loam,mil,1
29.96,2.77,0.216,0.117,0.301,38.70,29.74,88,loam,mil,0
19.67,20.36,0.359,0.266,0.449,13.12,23.41,81,loam,sorgho,1
25.26,15.53,0.271,0.206,0.412,22.49,22.80,43,sableux,coton,1
16.96,5.57,0.272,0.187,0.298,6.04,17.03,0,sableux,maïs,0
28.30,14.01,0.439,0.314,0.496,21.93,23.92,109,argileux,maïs,1
30.61,11.11,0.389,0.410,0.481,13.73,28.90,46,argileux,arachide,1
31.05,19.66,0.306,0.442,0.372,37.93,31.08,111,sableux,maïs,1
32.28,1.23,0.335,0.402,0.446,0.00,31.74,17,argileux,mil,1
32.67,30.39,0.180,0.138,0.299,67.85,35.15,110,loam,arachide,1
28.61,15.81,0.401,0.547,0.433,7.26,24.41,59,sableux,sorgho,1
38.25,45.02,0.381,0.506,0.514,62.57,38.21,48,loam,mil,1
19.38,30.91,0.200,0.252,0.364,25.58,19.79,40,argileux,sorgho,1
19.50,6.21,0.538,0.537,0.590,21.14,22.62,100,loam,maïs,3
30.13,7.10,0.277,0.406,0.385,6.36,31.26,89,sableux,maïs,1
29.95,2.72,0.143,0.010,0.280,2.19,28.77,12,argileux,arachide,0
29.87,63.85,0.230,0.164,0.479,72.57,29.14,29,loam,maïs,1
11.34,13.03,0.117,0.290,0.296,47.39,12.22,2,argileux,sorgho,0
32.35,5.82,0.557,0.517,0.611,46.98,32.52,19,sableux,maïs,0
26.67,11.39,0.219,0.249,0.413,0.00,29.29,82,sableux,arachide,1
26.64,16.28,0.364,0.296,0.410,40.01,25.69,25,sableux,maïs,1
23.60,7.60,0.431,0.378,0.423,25.52,24.50,118,argileux,mil,1
24.73,53.30,0.150,0.155,0.424,61.01,27.44,73,argileux,mil,1
19.70,3.04,0.084,0.114,0.339,10.53,18.99,33,sableux,riz,0
21.73,1.19,0.333,0.347,0.495,47.73,22.67,24,sableux,mil,1
32.18,30.50,0.448,0.381,0.525,65.56,30.17,11,sableux,sorgho,1
23.53,22.36,0.303,0.248,0.384,32.94,22.76,113,loam,mil,1
23.49,9.70,0.286,0.356,0.393,18.36,23.88,55,sableux,sorgho,1
31.95,56.71,0.287,0.356,0.460,104.18,32.82,39,sableux,maïs,1
25.63,42.44,0.108,0.027,0.300,86.98,28.92,33,loam,arachide,1
18.70,15.90,0.165,0.239,0.342,6.03,16.41,30,argileux,arachide,0
14.91,39.52,0.040,0.086,0.288,65.18,16.71,56,loam,arachide,1
28.06,68.95,0.453,0.422,0.619,113.85,25.30,89,sableux,maïs,1
34.89,15.54,0.244,0.231,0.390,50.89,38.32,99,sableux,mil,1
30.58,16.01,0.647,0.627,0.656,37.72,31.76,23,sableux,mil,1
30.54,14.17,0.320,0.181,0.341,11.95,32.46,114,loam,sorgho,0
30.26,5.12,0.141,0.148,0.224,30.95,31.19,33,argileux,riz,2
19.10,0.22,0.323,0.197,0.369,12.77,21.74,37,argileux,coton,1
22.47,52.74,0.399,0.362,0.522,31.62,24.48,81,sableux,coton,1
15.37,45.62,0.113,0.134,0.380,50.79,16.42,48,argileux,maïs,1
23.90,13.87,0.225,0.158,0.423,36.81,24.42,69,sableux,arachide,1
20.64,2.95,0.525,0.582,0.574,23.09,21.23,95,sableux,arachide,3
28.72,23.49,0.229,0.190,0.384,29.70,28.87,98,loam,coton,1
23.65,19.63,0.137,0.341,0.296,46.77,22.35,31,sableux,arachide,0
28.20,54.02,0.848,0.863,0.747,97.79,30.47,97,sableux,coton,3
29.20,1.33,0.172,0.182,0.252,20.49,29.32,80,loam,maïs,1
26.11,20.55,0.219,0.293,0.331,45.98,27.25,38,argileux,arachide,0
32.52,10.98,0.330,0.326,0.402,5.56,33.96,20,argileux,mil,1
26.01,17.05,0.441,0.540,0.405,35.28,27.83,12,argileux,maïs,1
22.53,9.54,0.295,0.319,0.422,23.45,24.17,107,loam,riz,1
31.24,9.99,0.347,0.316,0.428,0.00,31.72,62,argileux,coton,1
21.95,34.91,0.322,0.357,0.420,56.34,20.47,82,sableux,maïs,1
35.13,22.65,0.374,0.364,0.560,41.37,35.40,107,argileux,coton,1
25.80,16.83,0.510,0.474,0.583,24.04,26.78,57,sableux,mil,1
25.55,0.05,0.469,0.420,0.468,32.92,21.66,51,sableux,arachide,1
37.33,8.35,0.035,0.010,0.198,3.97,34.20,39,argileux,coton,0
23.55,0.11,0.365,0.400,0.388,30.09,23.87,109,sableux,mil,1
33.28,66.24,0.399,0.433,0.599,97.73,36.64,74,sableux,coton,1
25.01,6.03,0.285,0.367,0.328,0.00,26.22,8,argileux,maïs,2
37.00,34.85,0.185,0.165,0.396,51.32,40.00,107,sableux,riz,1
14.91,51.32,0.182,0.088,0.338,65.17,16.77,27,sableux,arachide,1
27.18,38.78,0.215,0.241,0.313,54.61,28.37,41,loam,maïs,1
25.75,16.95,0.514,0.421,0.441,56.78,28.73,56,argileux,mil,1
30.96,8.33,0.406,0.415,0.557,0.00,34.13,61,sableux,arachide,1
21.85,4.32,0.099,0.010,0.197,6.59,20.16,17,loam,arachide,0
21.05,45.18,0.114,0.113,0.285,62.18,20.75,82,loam,riz,1
22.66,8.53,0.364,0.428,0.448,16.14,22.73,60,loam,arachide,1
23.13,35.23,0.082,0.018,0.310,60.79,21.98,81,argileux,mil,1
30.67,119.12,0.076,0.081,0.386,162.27,32.34,103,argileux,riz,1
18.59,5.08,0.360,0.268,0.358,13.51,20.78,87,sableux,riz,1
16.02,23.73,0.214,0.167,0.312,31.78,15.85,105,argileux,coton,0
33.34,20.58,0.289,0.223,0.492,32.01,34.87,12,sableux,sorgho,1
23.48,39.01,0.015,0.010,0.260,60.19,21.55,112,sableux,riz,1
29.42,6.94,0.197,0.197,0.367,33.86,30.69,52,argileux,sorgho,1
28.48,30.99,0.132,0.015,0.315,57.16,25.87,73,sableux,arachide,1
26.06,7.16,0.135,0.160,0.251,4.21,24.35,38,sableux,sorgho,0
11.12,31.32,0.247,0.284,0.386,43.83,10.70,99,sableux,mil,4
27.03,9.02,0.454,0.484,0.486,7.52,27.35,18,argileux,riz,1
21.13,11.71,0.329,0.281,0.506,10.77,18.86,84,sableux,mil,1
15.33,0.26,0.344,0.309,0.477,38.18,16.00,87,sableux,sorgho,1
25.82,49.57,0.189,0.242,0.406,99.10,23.73,112,loam,sorgho,1
24.20,9.14,0.514,0.497,0.457,37.23,26.86,10,sableux,maïs,1
29.78,4.22,0.244,0.305,0.290,57.34,28.72,103,loam,arachide,1
23.79,26.62,0.435,0.335,0.530,44.53,21.25,22,argileux,sorgho,1
17.92,31.01,0.397,0.356,0.398,67.35,16.50,78,loam,coton,1
16.95,20.19,0.112,0.145,0.338,1.46,18.61,43,loam,mil,0
18.43,11.37,0.180,0.161,0.370,33.28,17.50,59,sableux,mil,1
12.53,4.02,0.389,0.428,0.419,2.18,14.41,34,loam,sorgho,1
25.61,2.26,0.253,0.302,0.339,43.98,25.11,113,argileux,riz,0
30.97,1.77,0.094,0.077,0.187,33.74,31.86,46,argileux,riz,0
15.22,7.50,0.045,0.164,0.218,38.91,15.40,94,sableux,riz,0
18.78,10.58,0.421,0.427,0.508,26.45,18.57,46,sableux,mil,1
18.26,87.55,0.377,0.304,0.526,90.92,18.12,56,argileux,arachide,1
38.67,1.94,0.294,0.230,0.384,1.86,37.51,72,sableux,riz,1
31.32,48.09,0.570,0.606,0.587,62.75,33.00,31,argileux,mil,1
20.70,40.29,0.588,0.488,0.657,49.67,23.63,95,loam,mil,3
24.29,6.62,0.177,0.290,0.206,30.98,26.39,85,argileux,maïs,0
24.15,1.15,0.046,0.116,0.273,0.00,26.98,106,loam,coton,0
11.07,1.57,0.445,0.447,0.476,31.47,14.25,70,argileux,coton,4
21.95,107.85,0.295,0.310,0.553,118.57,20.42,73,sableux,maïs,4
23.64,11.12,0.206,0.123,0.299,0.28,23.82,71,loam,coton,0
26.09,91.42,0.126,0.045,0.412,102.80,26.12,16,argileux,arachide,1
26.77,2.08,0.505,0.373,0.543,3.98,29.56,24,argileux,sorgho,1
22.57,4.79,0.027,0.010,0.289,19.06,21.56,25,sableux,arachide,0
24.22,13.58,0.271,0.424,0.404,21.39,20.88,2,sableux,arachide,1
18.99,14.92,0.251,0.451,0.374,12.22,21.49,71,argileux,maïs,1
23.63,37.20,0.158,0.194,0.315,42.75,24.08,4,argileux,sorgho,0
21.97,5.53,0.394,0.533,0.452,28.67,23.12,65,argileux,coton,1
27.12,61.47,0.101,0.127,0.385,43.51,31.13,60,sableux,arachide,1
26.51,28.01,0.331,0.422,0.343,29.79,26.90,66,loam,riz,0
21.33,9.72,0.529,0.447,0.549,48.05,23.12,116,argileux,mil,3
23.15,11.12,0.272,0.254,0.460,41.04,26.21,51,loam,mil,2
25.51,7.61,0.206,0.351,0.295,7.89,29.30,91,argileux,maïs,0
32.25,24.96,0.249,0.173,0.341,34.78,31.86,79,sableux,riz,0
27.08,6.47,0.332,0.288,0.407,0.00,31.25,65,loam,arachide,1
22.67,75.03,0.349,0.458,0.524,91.12,22.38,42,sableux,maïs,1
36.66,43.26,0.497,0.521,0.565,67.40,34.79,6,loam,riz,2
30.50,17.72,0.539,0.606,0.571,16.98,31.13,20,argileux,riz,1
28.17,63.01,0.054,0.023,0.250,38.11,27.21,85,loam,riz,0
17.42,10.19,0.044,0.010,0.207,27.02,17.76,7,loam,sorgho,4
26.80,2.07,0.066,0.115,0.317,29.04,26.87,3,argileux,sorgho,0
37.08,13.14,0.231,0.255,0.388,26.29,37.35,65,sableux,arachide,1
29.51,49.01,0.419,0.396,0.519,44.66,30.43,72,sableux,coton,1
24.12,17.90,0.036,0.127,0.254,24.07,26.97,25,sableux,mil,0
15.73,20.51,0.375,0.424,0.481,22.97,18.10,0,sableux,mil,1
29.49,0.94,0.103,0.157,0.335,24.01,30.16,47,sableux,mil,0
31.03,1.35,0.217,0.238,0.290,62.78,30.50,31,loam,coton,1
38.09,6.75,0.038,0.021,0.257,30.05,36.41,23,sableux,riz,0
30.82,14.88,0.067,0.077,0.287,40.88,31.82,64,argileux,mil,0
30.08,21.85,0.381,0.227,0.500,17.64,28.46,76,loam,coton,1
22.04,53.77,0.351,0.315,0.436,43.00,19.78,11,sableux,arachide,1
31.49,0.50,0.139,0.106,0.278,16.09,29.68,101,argileux,arachide,0
22.46,8.79,0.388,0.512,0.379,42.15,22.18,69,argileux,coton,1
22.07,8.14,0.450,0.475,0.493,25.41,24.50,50,argileux,maïs,1
33.92,94.95,0.184,0.104,0.479,109.47,34.23,113,argileux,coton,1
22.31,0.54,0.418,0.452,0.505,20.50,22.12,59,loam,arachide,1
20.52,12.46,0.120,0.236,0.289,2.37,18.27,43,argileux,sorgho,2
24.96,69.91,0.342,0.316,0.552,67.52,27.72,38,sableux,arachide,1
29.87,31.16,0.515,0.599,0.543,33.81,29.16,31,sableux,riz,1
20.59,5.74,0.214,0.165,0.308,37.64,21.72,23,loam,sorgho,0
28.36,1.36,0.382,0.415,0.492,61.32,27.97,69,sableux,maïs,1
17.27,9.27,0.222,0.212,0.373,9.93,13.15,89,argileux,coton,1
23.81,132.56,0.454,0.518,0.530,176.66,20.71,58,sableux,arachide,1
17.88,0.87,0.175,0.096,0.244,11.03,20.94,65,loam,coton,0
25.09,25.53,0.133,0.158,0.241,29.56,24.96,10,loam,riz,0
19.39,18.30,0.183,0.095,0.391,41.92,17.77,80,sableux,riz,1
27.26,3.90,0.171,0.159,0.343,12.26,23.80,115,sableux,mil,0
15.19,91.90,0.132,0.098,0.332,133.19,12.98,32,sableux,mil,1
26.31,16.51,0.195,0.128,0.328,5.32,26.27,35,argileux,sorgho,0
21.38,2.76,0.052,0.165,0.272,27.17,25.11,58,sableux,mil,0
15.29,82.66,0.576,0.633,0.672,87.99,16.84,24,argileux,riz,1
30.73,31.67,0.292,0.213,0.486,30.70,25.95,50,loam,mil,1
14.19,3.07,0.363,0.361,0.477,7.38,11.81,40,argileux,arachide,1
22.11,0.60,0.114,0.224,0.196,9.24,22.98,4,loam,sorgho,0
29.92,33.31,0.382,0.249,0.496,62.19,32.05,107,loam,mil,1
44.13,9.55,0.088,0.010,0.266,5.68,40.00,84,argileux,maïs,0
24.52,10.74,0.113,0.221,0.363,26.15,24.04,120,sableux,sorgho,1
30.49,31.12,0.095,0.052,0.407,51.05,29.30,58,loam,riz,1
19.70,28.69,0.228,0.309,0.271,4.39,17.90,81,loam,riz,0
27.40,18.71,0.069,0.010,0.380,58.65,28.65,49,argileux,sorgho,1
26.27,16.87,0.290,0.304,0.362,58.72,26.40,80,argileux,arachide,1
27.35,37.62,0.111,0.181,0.281,35.07,27.63,83,argileux,maïs,3
22.34,22.71,0.059,0.126,0.300,54.67,26.45,14,loam,coton,1
19.58,6.26,0.142,0.150,0.301,13.75,20.70,50,sableux,riz,0
39.02,12.48,0.078,0.024,0.235,22.39,37.20,10,loam,sorgho,3
28.84,21.40,0.369,0.407,0.453,28.17,30.13,117,argileux,riz,1
23.08,28.51,0.145,0.212,0.337,47.29,25.62,103,loam,arachide,0
11.86,5.50,0.233,0.208,0.384,57.08,12.38,43,argileux,mil,0
9.20,9.72,0.054,0.180,0.297,64.25,10.00,8,loam,arachide,1
25.43,2.51,0.476,0.589,0.594,0.00,22.71,75,loam,riz,1
22.41,11.91,0.381,0.371,0.425,16.22,22.11,110,sableux,sorgho,1
19.05,28.59,0.271,0.177,0.406,43.87,18.78,120,sableux,arachide,1
17.19,5.97,0.375,0.268,0.448,19.20,17.26,75,loam,mil,1
28.00,17.15,0.075,0.016,0.226,45.56,30.02,45,argileux,sorgho,0
12.90,13.56,0.234,0.277,0.306,9.00,16.09,31,sableux,riz,0
31.52,15.29,0.314,0.271,0.341,58.74,31.63,21,sableux,arachide,1
33.46,5.53,0.258,0.256,0.351,0.00,32.70,9,loam,maïs,1
27.75,45.96,0.583,0.606,0.628,21.84,28.22,59,loam,riz,1
27.36,40.96,0.254,0.275,0.432,51.57,27.04,77,loam,mil,1
21.74,27.41,0.667,0.697,0.567,47.85,24.03,4,argileux,coton,2
29.62,119.36,0.185,0.193,0.534,120.04,28.17,70,sableux,sorgho,1
22.29,3.41,0.339,0.420,0.354,46.67,23.75,73,sableux,sorgho,1
31.16,35.43,0.449,0.529,0.507,27.73,30.59,41,sableux,mil,1
19.78,45.66,0.622,0.590,0.628,58.25,21.99,48,argileux,riz,1
28.50,27.25,0.211,0.258,0.272,38.72,30.07,43,loam,maïs,0
23.86,30.28,0.034,0.057,0.194,17.05,24.89,96,sableux,riz,0
22.47,10.16,0.127,0.215,0.223,8.41,26.00,59,sableux,mil,0
29.84,0.86,0.247,0.179,0.447,17.81,30.60,119,argileux,arachide,1
22.82,4.53,0.072,0.078,0.261,0.00,19.14,25,sableux,coton,0
28.78,14.17,0.201,0.281,0.442,16.72,34.92,27,sableux,arachide,1
22.36,1.82,0.465,0.489,0.504,47.11,20.32,3,loam,sorgho,2
19.18,30.95,0.182,0.122,0.376,47.10,19.10,52,loam,arachide,1
16.08,15.23,0.289,0.308,0.369,30.73,18.32,82,sableux,sorgho,1
24.44,55.01,0.288,0.135,0.465,73.35,25.66,96,loam,coton,1
28.65,14.12,0.129,0.251,0.328,38.28,30.57,92,sableux,mil,0
21.45,61.93,0.167,0.146,0.399,36.32,20.69,56,argileux,arachide,1
19.83,0.77,0.219,0.088,0.359,9.96,23.34,68,loam,riz,1
22.59,2.56,0.252,0.159,0.346,0.00,22.77,90,loam,arachide,0
19.17,23.03,0.251,0.238,0.366,54.43,16.84,118,loam,mil,1
33.76,15.17,0.224,0.204,0.313,39.29,35.42,118,sableux,riz,0
27.80,30.53,0.237,0.276,0.408,103.12,32.33,60,sableux,arachide,1
17.30,20.34,0.533,0.586,0.491,31.26,17.29,102,argileux,mil,3
26.69,5.82,0.304,0.322,0.283,35.91,28.59,75,sableux,maïs,0
33.19,4.94,0.216,0.184,0.329,36.35,31.80,11,loam,maïs,0
26.99,7.82,0.142,0.212,0.326,25.11,27.16,28,argileux,mil,0
23.79,27.22,0.191,0.184,0.384,82.28,22.38,79,argileux,riz,1
38.84,19.56,0.374,0.510,0.499,18.61,38.99,101,argileux,arachide,1
15.47,13.18,0.299,0.172,0.341,32.33,17.28,110,argileux,coton,0
27.48,5.47,0.181,0.065,0.386,42.56,25.72,2,loam,sorgho,1
24.14,12.62,0.457,0.403,0.538,3.95,25.78,28,argileux,maïs,1
25.26,71.25,0.220,0.093,0.438,87.46,25.38,36,argileux,coton,1
26.61,1.77,0.010,0.091,0.225,0.00,28.22,118,loam,mil,0
19.92,12.82,0.377,0.391,0.415,38.97,17.17,56,loam,coton,1
14.40,59.96,0.262,0.260,0.481,118.31,10.00,27,sableux,arachide,1
25.19,30.90,0.375,0.319,0.498,40.10,26.45,48,argileux,sorgho,1
37.07,0.64,0.179,0.169,0.338,35.64,35.96,2,sableux,coton,0
42.37,48.08,0.268,0.274,0.455,86.01,40.00,7,loam,riz,1
11.20,9.52,0.175,0.117,0.271,25.37,11.50,48,argileux,coton,0
31.75,4.51,0.516,0.502,0.578,31.86,31.23,40,argileux,coton,1
18.82,2.65,0.385,0.368,0.438,20.73,20.54,3,sableux,mil,1
21.53,18.24,0.275,0.328,0.444,53.14,23.93,119,sableux,riz,1
21.41,81.18,0.536,0.560,0.606,89.44,23.73,109,argileux,arachide,3
26.15,56.46,0.160,0.172,0.299,70.87,23.73,111,loam,sorgho,1
19.52,40.67,0.373,0.375,0.537,74.64,19.93,18,loam,mil,1
34.27,15.88,0.255,0.217,0.422,11.48,39.56,76,sableux,arachide,1
19.17,65.58,0.534,0.580,0.554,54.82,19.48,117,sableux,arachide,3
22.62,17.16,0.427,0.306,0.492,49.54,22.17,54,argileux,mil,1
22.37,18.78,0.385,0.466,0.553,12.28,25.59,41,loam,coton,1
27.08,39.18,0.132,0.180,0.283,51.75,20.94,118,loam,sorgho,1
28.36,0.57,0.076,0.023,0.262,1.40,26.59,102,argileux,coton,0
23.79,24.89,0.344,0.319,0.382,25.28,27.73,99,argileux,maïs,1
19.85,20.05,0.238,0.351,0.384,13.39,20.44,31,argileux,maïs,1
20.99,2.62,0.268,0.159,0.464,0.00,18.00,48,argileux,mil,1
26.54,11.79,0.091,0.068,0.280,31.18,24.11,115,loam,riz,0
22.51,61.97,0.276,0.247,0.342,77.30,24.33,77,loam,sorgho,1
22.75,31.16,0.203,0.132,0.285,80.52,23.21,82,loam,sorgho,1
30.24,70.42,0.510,0.448,0.560,86.87,33.19,3,argileux,arachide,2
19.99,5.20,0.359,0.408,0.380,6.52,20.40,68,argileux,sorgho,1
30.42,3.26,0.141,0.082,0.284,43.63,31.57,116,loam,mil,0
27.58,32.79,0.407,0.406,0.464,0.00,27.45,46,loam,riz,1
29.69,0.66,0.370,0.420,0.443,11.18,26.54,103,loam,coton,1
32.88,60.95,0.353,0.381,0.540,70.48,29.55,19,loam,arachide,1
22.06,2.52,0.232,0.163,0.352,46.23,23.24,26,loam,arachide,1
24.86,23.94,0.186,0.152,0.346,51.80,26.99,106,loam,maïs,1
18.38,16.14,0.431,0.442,0.459,15.85,21.72,32,loam,mil,2
31.87,26.74,0.375,0.286,0.439,63.56,33.44,115,argileux,mil,1
22.21,47.62,0.486,0.484,0.466,63.22,23.07,104,sableux,mil,1
27.16,59.02,0.186,0.210,0.337,94.69,25.40,20,argileux,coton,1
27.11,9.53,0.368,0.344,0.369,34.59,27.38,35,loam,mil,1
26.79,33.58,0.531,0.565,0.499,43.60,25.45,31,loam,coton,1
20.49,46.76,0.794,0.784,0.706,68.91,21.13,52,argileux,arachide,1
30.23,1.71,0.117,0.096,0.208,13.62,31.29,105,loam,riz,0
23.04,7.01,0.223,0.307,0.424,46.68,20.68,3,argileux,riz,1
21.37,13.67,0.215,0.101,0.278,37.69,18.20,48,sableux,arachide,0
25.85,44.44,0.202,0.232,0.427,72.51,27.65,19,argileux,arachide,1
36.09,60.93,0.128,0.260,0.361,65.29,38.01,0,sableux,arachide,1
18.87,5.37,0.299,0.344,0.474,1.61,18.57,94,sableux,sorgho,1
23.04,62.03,0.366,0.231,0.398,71.98,21.99,7,sableux,mil,0
23.35,8.64,0.092,0.140,0.219,51.16,24.19,105,loam,arachide,1
29.47,7.08,0.076,0.065,0.178,27.82,25.27,2,argileux,riz,0
15.46,18.34,0.162,0.088,0.264,36.36,15.91,28,loam,sorgho,0
25.51,33.38,0.373,0.444,0.460,85.12,25.25,61,argileux,coton,1
23.21,18.49,0.063,0.010,0.265,7.91,22.29,11,sableux,sorgho,0
17.67,1.46,0.468,0.426,0.470,0.00,19.37,46,sableux,coton,1
23.04,8.13,0.256,0.382,0.451,17.39,23.72,53,argileux,riz,1
23.29,115.60,0.236,0.348,0.471,133.48,26.91,63,sableux,mil,1
26.27,18.87,0.290,0.190,0.336,30.07,27.40,21,loam,maïs,0
21.96,7.11,0.090,0.201,0.287,40.78,20.01,2,loam,coton,0
20.21,95.09,0.102,0.314,0.404,130.23,14.54,5,loam,maïs,1
22.31,3.94,0.724,0.634,0.651,0.00,23.04,42,argileux,mil,1
17.03,57.71,0.301,0.214,0.349,42.36,17.38,75,argileux,coton,0
31.41,31.11,0.055,0.073,0.244,55.99,34.47,40,argileux,arachide,1
17.63,25.02,0.099,0.091,0.262,42.39,15.58,91,loam,arachide,0
17.97,11.30,0.325,0.360,0.364,29.50,18.06,51,loam,mil,1
39.25,47.61,0.135,0.316,0.246,45.15,40.00,7,argileux,mil,0
28.01,3.87,0.596,0.561,0.582,0.00,29.52,21,loam,maïs,1
17.47,31.11,0.267,0.228,0.392,37.22,15.86,8,loam,maïs,1
29.35,73.25,0.225,0.162,0.477,106.36,28.24,3,argileux,arachide,1
16.89,0.57,0.553,0.583,0.543,30.29,19.06,79,loam,arachide,1
28.83,30.89,0.016,0.011,0.134,39.56,31.09,38,loam,riz,0
18.79,17.01,0.058,0.023,0.297,39.31,18.47,112,sableux,mil,4
17.36,18.30,0.076,0.016,0.177,20.11,18.71,48,sableux,riz,0
23.80,32.17,0.472,0.411,0.522,65.96,25.00,117,loam,arachide,1
30.42,5.66,0.260,0.351,0.398,17.38,27.95,90,loam,arachide,1
31.52,4.28,0.751,0.688,0.682,36.82,32.96,73,argileux,coton,1
29.77,12.18,0.169,0.268,0.361,43.09,28.61,111,sableux,coton,1
19.81,40.98,0.163,0.185,0.342,94.28,19.92,75,argileux,sorgho,1
19.66,35.22,0.433,0.397,0.526,56.11,22.06,70,sableux,mil,1
31.93,0.57,0.408,0.412,0.452,9.00,33.96,57,loam,riz,1
33.32,11.04,0.383,0.495,0.340,9.96,30.69,63,loam,maïs,0
31.51,45.25,0.093,0.137,0.238,48.53,36.17,76,argileux,arachide,0
18.17,12.71,0.161,0.267,0.344,27.51,21.40,66,argileux,sorgho,0
16.70,7.02,0.361,0.261,0.440,4.53,18.32,105,sableux,coton,1
18.25,13.16,0.311,0.193,0.310,0.00,17.68,44,argileux,mil,0
36.65,26.29,0.319,0.259,0.361,10.93,35.83,36,loam,mil,1
31.83,165.39,0.467,0.517,0.675,159.67,36.21,74,loam,mil,1
22.68,18.79,0.399,0.494,0.397,21.73,22.56,102,loam,arachide,1
32.55,83.61,0.562,0.525,0.667,79.44,31.85,107,loam,riz,3
26.22,18.39,0.371,0.164,0.497,26.73,25.42,101,sableux,mil,1
24.61,14.56,0.147,0.185,0.312,0.00,26.87,49,sableux,coton,0
22.91,2.12,0.105,0.066,0.281,32.60,22.61,63,sableux,mil,0
26.05,30.72,0.178,0.178,0.332,47.08,27.63,5,argileux,mil,0
31.10,26.55,0.161,0.171,0.366,49.10,29.51,110,sableux,sorgho,1
21.41,32.49,0.227,0.312,0.343,5.52,22.22,14,argileux,coton,0
18.15,13.77,0.116,0.173,0.264,41.11,14.21,59,loam,mil,0
34.00,61.58,0.310,0.305,0.372,82.19,35.74,89,argileux,coton,1
31.59,55.58,0.143,0.219,0.444,80.42,30.56,18,argileux,sorgho,1
23.41,14.24,0.250,0.115,0.439,0.00,22.09,45,sableux,maïs,1
27.68,39.83,0.099,0.010,0.440,103.57,26.42,55,sableux,arachide,1
24.97,47.97,0.464,0.382,0.549,27.00,28.85,117,loam,riz,1
17.34,1.72,0.548,0.559,0.580,26.47,20.91,98,loam,riz,3
27.57,2.68,0.122,0.141,0.404,26.28,27.46,6,sableux,maïs,0
23.77,73.64,0.134,0.268,0.392,97.17,21.98,119,sableux,sorgho,1
30.62,7.99,0.305,0.271,0.481,24.47,30.45,40,sableux,arachide,1
